token,count,works
"inlaid",1,1
"balms",1,1
"616",1,1
"leases",1,1
"thrift",1,1
"bankrupt",1,1
"excesses—",1,1
"617",1,1
"you’re",3,2
"“the",1,1
"narrow,”",1,1
"“difficult",1,1
"gate,”",1,1
"“few",1,1
"be”—correct",1,1
"“enter",1,1
"thereat.”",1,1
"costly—so",1,1
"purples",1,1
"discount",1,1
"termed",1,1
"brokers",1,1
"“death”",1,1
"brackets",1,1
"dashes",2,2
"s°8",1,1
"man’s",1,1
"bad",1,1
"jail",1,1
"618",1,1
"tuner",1,1
"captivate",1,1
"slain—",1,1
"hear—",1,1
"admiralty",1,1
"scepter",2,2
"dross",2,2
"thrones",2,2
"unroll",2,2
"dominions",2,2
"dowerless",2,2
"two-stanza",1,1
"spring,”",1,1
"245",1,1
"fragment",3,3
"eighties",2,2
"election",1,1
"ballots",1,1
"disdaining",1,1
"fame’s",2,2
"seeks",1,1
"shuns",1,1
"him—look",1,1
"pursuing",1,1
"aggregate",1,1
"bouquet",1,1
"enigmatical",1,1
"me,’",1,1
"dynasty",1,1
"powerless",2,1
"peer",2,1
"original",1,1
"reality",1,1
"group",1,1
"alternatives",1,1
"material",1,1
"becoming",1,1
"3i°",1,1
"621",1,1
"lassitudes",1,1
"contemplation",1,1
"beget",1,1
"spirit’s",1,1
"refresh",1,1
"consolidate",1,1
"mettle",1,1
"strip",1,1
"twenty-one",1,1
"inches",2,2
"three-quarters",1,1
"x",1,1
"•«",1,1
"k",1,1
"■",2,1
"siwy",1,1
"vc",1,1
"pr*j",1,1
"f",1,1
"tt",1,1
"try^u",1,1
"iyst4",1,1
"v",1,1
"yf",1,1
"margin",1,1
"“why",1,1
"622",2,1
"alsa",1,1
"“extol",1,1
"322",1,1
"molested",1,1
"labors",1,1
"uncertainty",1,1
"besets",1,1
"fragments",3,2
"evening's",1,1
"sabres",1,1
"slain",1,1
"624",1,1
"risksl",1,1
"625",1,1
"tamarind",1,1
"breathes—at",1,1
"hock",1,1
"domains",1,1
"pocket—",1,1
"touching",1,1
"sketch",1,1
"grasses",1,1
"317",1,1
"gi8",1,1
"628",1,1
"decision",1,1
"option",1,1
"whosoever",1,1
"repeal",1,1
"630",1,1
"banc",1,1
"oppressed",1,1
"631",1,1
"632",1,1
"incarcerated",1,1
"267",1,1
"“we",2,2
"8*9",1,1
"showy",1,1
"erect",1,1
"siteless",1,1
"636",1,1
"born—",1,1
"unrelated",1,1
"634",1,1
"635",1,1
"tom-off",1,1
"flap",1,1
"envelope",1,1
"personal",5,3
"cheated",1,1
"grinning",1,1
"unbereft",1,1
"dollie",1,1
"13",1,1
"frightened",1,1
"dollie—mark!—",1,1
"638",1,1
"distrustful",1,1
"fluttering",1,1
"fringes",1,1
"chid",1,1
"dollie”",1,1
"emily's",1,1
"pet",1,1
"unidentified",1,1
"3",2,1
"3*4",1,1
"flees",1,1
"phantom",1,1
"breathless",1,1
"whimpers",1,1
"so—",2,2
"untie",1,1
"whining",1,1
"mat",1,1
"dizzy",1,1
"willing—shall",1,1
"carlo—he’ll",1,1
"“fading",1,1
"“dying,”",1,1
"shroud",1,1
"dash",1,1
"apparently",1,1
"indicates",1,1
"sixties",1,1
"45",1,1
"couplet",1,1
"win,”",1,1
"71",1,1
"“sleep,”",1,1
"proud",1,1
"eyel",1,1
"peacock",1,1
"presumes",1,1
"641",1,1
"permission",1,1
"divulging",1,1
"ravage",1,1
"theirs—",1,1
"katie",1,1
"dispels",1,1
"bring",5,3
"doesn't",1,1
"house—",1,1
"dollie's",2,1
"wait—",1,1
"stair",1,1
"643",1,1
"wondered",1,1
"dial",1,1
"stiller",1,1
"sundown",1,1
"perplexed",1,1
"underneath",1,1
"mold",1,1
"“it’s",1,1
"dolliel”",1,1
"enfold",1,1
"644",1,1
"chivalries",1,1
"planted",1,1
"645",1,1
"apology",2,1
"parliament",1,1
"646",1,1
"647",1,1
"betrothed",1,1
"righteousness",1,1
"relishes",1,1
"pinks",1,1
"brother",1,1
"ingots",1,1
"—ah",1,1
"peru",1,1
"purchased",1,1
"649",1,1
"mr",1,1
"web",1,1
"woven—",1,1
"martyrs’",1,1
"albums",1,1
"650",1,1
"endowing",1,1
"eternally",1,1
"brides",1,1
"permanence",1,1
"supplanting",1,1
"—sent",1,1
"3*8",1,1
"responsibility—",1,1
"imitate",1,1
"blemishless",1,1
"—with",4,3
"652",1,1
"jewels",1,1
"colors",1,1
"vera",1,1
"cruz",1,1
"bahamas",1,1
"flickering",1,1
"matched",1,1
"topaz",1,1
"bobadilla—",1,1
"329",1,1
"pledge",1,1
"plight",1,1
"sainted",1,1
"lane",1,1
"oath",1,1
"tamper",1,1
"aspire",1,1
"stub",1,1
"signed",1,1
"“emily",1,1
"656",1,1
"657",1,1
"lethe",1,1
"fadeless",1,1
"petal",1,1
"beholds",1,1
"jupiter",1,1
"658",1,1
"rhine",1,1
"frankfort",1,1
"cigar",1,1
"bun",1,1
"apricot",1,1
"season’s",1,1
"kinsmanless—",1,1
"brussels",1,1
"kidderminster",1,1
"purse",1,1
"yards",1,1
"mellow",1,1
"composed",1,1
"princip’ly",1,1
"unrolled",1,1
"fast",1,1
"ground—",1,1
"upholst’rer",2,1
"pines",1,1
"662",1,1
"abstemiously",1,1
"sicily",1,1
"33",2,1
"dwelleth",1,1
"metropolis",1,1
"fairness",1,1
"firmament’s—to",1,1
"pluck",1,1
"importunity",1,1
"disparage",1,1
"dismiss",1,1
"obloquies",1,1
"etiquette",1,1
"obsolete",1,1
